Date,ZIP Code,Revenue Interest - Garage Parking Tax,Revenue Interest - Ridesharing Tax,Revenue Interest - Alcohol Tax,"Revenue Interest - Tax on Sports, Theater, Other Entertainment",Revenue Interest - Cigarette Tax,Revenue Interest - Hotel Tax,Revenue Interest - Shopping Bag Tax,Revenue Interest - Property Tax,Revenue Interest - Sales Tax,Revenue Interest - Permit Fees,Revenue Interest - License Fees,Revenue Interest - Other,Expense Interest - Police,Expense Interest - Other Public Safety,Expense Interest - Infrastructure,Expense Interest - Community,Expense Interest - Streets and Sanitation,Expense Interest - City Development,Expense Interest - Libraries,Expense Interest - Regulatory,Expense Interest - Cultural Affairs and Special Events,Expense Interest - Other,Spending Change - Police,Spending Change - Other Public Safety,Spending Change - Infrastructure,Spending Change - Community,Spending Change - Streets and Sanitation,Spending Change - City Development,Spending Change - Libraries,Spending Change - Regulatory,Spending Change - Cultural Affairs and Special Events,Revenue Change - Garage Parking Tax,Revenue Change - Ridesharing Tax,Revenue Change - Alcohol Tax,"Revenue Change - Tax on Sports, Theater, Other Entertainment",Revenue Change - Cigarette Tax,Revenue Change - Hotel Tax,Revenue Change - Shopping Bag Tax,Revenue Change - Property Tax,Revenue Change - Sales Tax,Revenue Change - Permit Fees,Revenue Change - License Fees,$1000 Assignment - Police,$1000 Assignment - Other Public Safety,$1000 Assignment - Infrastructure Services,$1000 Assignment - Community,$1000 Assignment - Streets and Sanitation,$1000 Assignment - City Development,$1000 Assignment - Libraries,$1000 Assignment - Regulatory,$1000 Assignment - Cultural Affairs and Special Events,$1000 Assignment - Total,Counter Column
09/03/2019,60617,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,Reduce Budget,Reduce Budget,Increase Budget,Reduce Budget,Keep Budget the Same,Reduce Budget,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,300,300,200,,200,,,,,1000,1
09/03/2019,60646,false,true,false,false,false,false,false,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,Reduce Budget,Increase Budget,Increase Budget,Increase Budget,Keep Budget the Same,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,100,200,100,250,100,100,50,50,50,1000,1
09/03/2019,60615,false,true,false,false,false,false,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Increase Budget,Reduce Budget,Increase Budget,Reduce Budget,Increase Budget,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,200,200,100,100,100,50,100,50,100,1000,1
09/03/2019,60653,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,true,true,true,false,false,false,false,Keep Budget the Same,Keep Budget the Same,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,,Reduce Budget,Reduce Budget,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,25,15,10,5,10,10,5,10,5,95,1
09/03/2019,60605,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,250,250,250,,250,,,,,1000,1
09/03/2019,60630,false,true,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,false,true,false,false,true,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Increase Budget,Keep Budget the Same,Reduce Budget,Increase Budget,Increase Budget,Increase Budget,Keep Tax or Fee the Same,Increase Tax or Fee,No Opinion,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,No Opinion,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,0,150,150,150,50,50,150,150,150,1000,1
09/03/2019,60615,true,false,false,true,false,false,false,false,true,false,false,false,true,false,true,true,true,false,false,false,false,false,Reduce Budget,Keep Budget the Same,Increase Budget,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Increase Budget,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,No Opinion,No Opinion,No Opinion,No Opinion,Keep Tax or Fee the Same,No Opinion,No Opinion,156,222,133,89,67,89,111,67,67,1000,1
09/03/2019,60657,true,true,false,false,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,false,false,Reduce Budget,Keep Budget the Same,Increase Budget,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Increase Budget,Keep Budget the Same,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,No Opinion,No Opinion,No Opinion,No Opinion,0,0,300,300,150,150,25,25,25,975,1
09/03/2019,60608,false,true,false,false,false,false,false,false,true,true,false,false,true,true,true,true,false,false,false,false,true,false,Reduce Budget,Keep Budget the Same,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Reduce Budget,Increase Budget,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,No Opinion,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,No Opinion,No Opinion,No Opinion,No Opinion,,,,,,,,,,0,1
09/03/2019,60616,false,false,true,false,false,true,false,true,true,false,false,true,true,false,true,false,false,false,false,false,false,true,Reduce Budget,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,No Opinion,No Opinion,200,200,200,100,100,50,,100,50,1000,1
09/03/2019,60614,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Keep Budget the Same,Increase Budget,Keep Budget the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,500,200,300,,,,,,,1000,1
09/03/2019,60640,false,true,false,true,false,false,false,true,false,false,false,false,true,false,false,true,false,false,true,false,false,false,Reduce Budget,,,,,,Increase Budget,,,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,,,,,,,,,,0,1
09/03/2019,60613,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,Reduce Budget,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,,Increase Tax or Fee,,Increase Tax or Fee,,,Increase Tax or Fee,Increase Tax or Fee,400,200,75,100,40,100,25,35,25,1000,1
09/03/2019,60660,true,true,true,false,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,Keep Budget the Same,Keep Budget the Same,Increase Budget,Increase Budget,Keep Budget the Same,Increase Budget,Keep Budget the Same,Increase Budget,Reduce Budget,No Opinion,Increase Tax or Fee,No Opinion,No Opinion,No Opinion,Increase Tax or Fee,Increase Tax or Fee,No Opinion,No Opinion,Increase Tax or Fee,Increase Tax or Fee,175,125,150,150,50,150,25,150,25,1000,1
09/03/2019,60601,true,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,true,false,true,Reduce Budget,Keep Budget the Same,Increase Budget,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Reduce Budget,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,,,,,,,,,,0,1
09/03/2019,60613,true,false,true,false,true,true,true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,200,100,200,0,100,0,100,100,200,1000,1
09/03/2019,60613,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,true,false,false,false,false,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,,,,,,,,,,0,1
09/03/2019,60655,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,true,true,false,false,false,false,false,Increase Budget,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,1000,,,,,,,,,1000,1
09/03/2019,60610,true,false,true,true,true,true,false,true,true,true,true,false,true,false,true,false,true,false,false,false,true,false,Increase Budget,Increase Budget,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Reduce Budget,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,400,200,100,,100,100,,50,50,1000,1
09/03/2019,60615,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,true,false,true,false,false,true,false,Keep Budget the Same,Reduce Budget,Reduce Budget,Increase Budget,Increase Budget,Increase Budget,Keep Budget the Same,Keep Budget the Same,Increase Budget,No Opinion,No Opinion,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,150,50,50,250,50,150,50,50,200,1000,1
09/03/2019,60618,false,false,false,true,false,false,false,true,false,false,false,true,false,true,true,false,true,false,false,true,true,false,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Reduce Budget,Reduce Budget,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,90,120,160,120,100,150,80,100,80,1000,1
09/03/2019,60608,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,true,false,true,false,false,true,false,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Increase Budget,Increase Budget,Increase Budget,Keep Budget the Same,Keep Budget the Same,Increase Budget,No Opinion,No Opinion,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,No Opinion,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,150,200,100,200,50,100,50,50,100,1000,1
09/03/2019,60651,true,false,false,false,false,false,false,true,true,true,true,true,false,false,true,false,false,true,false,true,false,true,Reduce Budget,Reduce Budget,Increase Budget,Reduce Budget,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Increase Budget,Reduce Budget,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,No Opinion,No Opinion,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,200,125,250,25,150,100,25,100,25,1000,1
09/03/2019,60641,true,true,true,true,true,false,false,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,Increase Budget,Keep Budget the Same,Increase Budget,Reduce Budget,Increase Budget,Reduce Budget,Reduce Budget,Increase Budget,Reduce Budget,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,20,10,20,0,20,0,10,20,0,100,1
09/03/2019,60619,false,false,false,false,false,false,true,true,false,false,false,false,false,false,true,false,true,true,false,false,false,false,Reduce Budget,Reduce Budget,Reduce Budget,Increase Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,225,125,75,275,75,150,25,25,25,1000,1
09/03/2019,60660,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,true,false,true,false,true,false,false,Reduce Budget,Reduce Budget,Increase Budget,Increase Budget,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,No Opinion,Keep Tax or Fee the Same,250,150,150,175,125,50,40,25,35,1000,1
09/03/2019,60616,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,No Opinion,No Opinion,Keep Tax or Fee the Same,Keep Tax or Fee the Same,,,,,,,,,,0,1
09/03/2019,60625,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,300,150,150,150,75,75,50,25,25,1000,1
09/03/2019,60641,false,false,false,false,false,false,false,true,true,false,false,false,true,true,true,false,true,false,false,false,false,false,Increase Budget,Increase Budget,Increase Budget,Keep Budget the Same,Increase Budget,Keep Budget the Same,Reduce Budget,Reduce Budget,Reduce Budget,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,100,100,200,200,100,100,50,100,50,1000,1
08/30/2019,60615,false,true,false,true,true,false,true,false,true,false,false,true,false,false,true,false,true,true,true,false,true,false,Reduce Budget,Keep Budget the Same,Increase Budget,Increase Budget,Keep Budget the Same,Reduce Budget,Increase Budget,Keep Budget the Same,Increase Budget,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,0,0,200,50,0,0,250,0,500,1000,1
09/03/2019,60655,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,Reduce Budget,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Increase Budget,Reduce Budget,Keep Budget the Same,Reduce Budget,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,100,100,200,100,100,200,50,75,25,950,1
09/03/2019,60630,false,true,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false,false,true,false,Keep Budget the Same,Keep Budget the Same,Increase Budget,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Increase Budget,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,200,200,150,100,50,75,35,35,25,870,1
09/03/2019,60622,false,false,false,true,false,false,false,true,true,false,false,false,false,false,false,true,false,false,false,true,false,false,Keep Budget the Same,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Increase Budget,Reduce Budget,Reduce Budget,Keep Budget the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,400,200,100,100,50,50,10,10,80,1000,1
09/03/2019,60654,false,true,false,false,false,true,false,true,false,false,false,true,false,false,true,false,false,true,false,true,false,true,Reduce Budget,Keep Budget the Same,Increase Budget,Keep Budget the Same,Keep Budget the Same,Increase Budget,Reduce Budget,Increase Budget,Reduce Budget,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,No Opinion,No Opinion,No Opinion,325,125,200,150,40,75,25,25,25,990,1
